premise,hypothesis,label
A boy in a blue sweatshirt playing Frisbee with two black dogs.,The boy is playing with two cats.,2
A construction worker is holding a large piece of wood.,A laborer is holding a piece of wood.,0
"A man, in red and black striped clothing, is sitting on a diving board, with a yellow hat on.",The man is sitting on a poolside diving board while he talks to his friends.,1
A man wearing a cap and long blue shirt and blue pants playing the Accordion,There is a person wearing a cap with blue pants and shirt playing the accordion.,0
Three bicyclists wearing protective gear while racing down a steep man made slope.,three bicyclists ride down a hill,0
A man in a gray t-shirt and jeans standing in the doorway next to a graffiti-covered garage.,A man is standing outside.,1
Dog leaps from water while woman kneels on the dock playing with him,A woman plays with her dog on a dock to help him get better at swimming.,1
Three women wearing blue walk along a sidewalk while laughing and smiling.,Women leave a funeral for a mutual friend.,2
A group of children and adults are cleaning up some debris.,The adults and children are working together.,0
A young woman holds up a fish she caught.,A woman is showing off the fish she caught.,0
Man in black with a feathered hat sits atop a horse.,A man rides a horse.,0
A man in a red and black outfit is sitting on a high platform with a strange look on his face and a yellow wig.,The man is disgusted by what he is seeing.,1
Two kids sitting on the sidewalk.,two kids are seated,0
Many men running in a race across grass.,Lots of men are running a race across a golf course.,1
A guy working with wood and tying it together.,A man is holding a stick in his hand.,0
Three men loading a large item onto a fedEx truck.,Three women load a small item onto a USPS truck.,2
A woman in an apron cleans a table that is surrounded by different colored chairs.,A woman is cleaning of the table.,0
Young girl in pink dress plays with boy and a ball,The little girl is wearing a brown jumpsuit.,2
A dog is near three farm animals with horns outside.,Three farm animals stand near a dog.,0
An Atlanta baseball player is wearing a glove on the infield.,He is the shortstop.,1
A hip older man and a younger woman dance at a party in front of a young audience.,A man and woman sit on the floor.,2
Two young children sleep peacefully in a stroller.,The children are brother and sister.,1
"A man wearing an orange construction hat wipes his face, while another man in an orange construction hat hoists something up on a chain pulley, while standing in front of some fire.",There are construction workers working.,0
a group of cyclists in matching clothing converse.,The cyclists were having a conversation.,0
A yellow robot high-fiving a small child with short hair.,A child is walking in a park.,2
Adults wearing balloon hats are watching children play in a balloon castle.,Adults are watching their children playing in a castle full of balloons.,1
A woman in a white shirt and blue shorts follows a two people in red shirts up a staircase.,Three people enter an elevator.,2
Four women and three children are making their way down a sidewalk.,A group of men stand on the sidewalk.,2
People watching TV while eating.,Nobody is watching TV,2
Two kids are playing a game of Foosball.,two kids play foosball in a park,1
These people are demonstrating for their leader.,People are demonstrating to help their leader,1
A man on a skateboard,A man is doing tricks outside.,1
A cheerleader dressed in red smiles and cheers.,A cheerleader is cheering for a football game.,1
"A young woman, wearing a red shirt, caresses a baby in a stroller on a sidewalk",A woman in a red top caressing a baby in a stroller.,0
Women in sari examine a graph.,Multiple Women examine a graph.,0
Two researchers are looking into a microscope surrounded by complex machinery.,The researchers are working in a wood shop.,2
The man is being pulled behind a boat and doing tricks.,"A man is being dragged behind a boat down a dirt road, to his death.",2
"One girl is standing with her back towards us, with another girl sitting down next to her, both looking out toward the water.",The girls are running in a park.,2
"A woman is sitting on a beach with her shoes off and on a cellphone talking, scratching her shoulder, while a group of 5 other people are walking in the background.",A woman is at the spa.,2
A woman in a tan overcoat walking down the sidewalk.,The woman is sitting on top of a tall building.,2
A girl in a pink shirt jumps and stares at a swan in the park.,A girl is doing her homework.,2
A brown dog is running next to a chain link fence while a darker dog stands nearby.,Two dogs are barking at each other.,1
A woman sings expressively while a man plays guitar in the background.,A woman sings very animatedly.,0
Three kids in a golden chariot being pulled by six little dogs.,Three adults race each other on foot,2
A boy is learning how to use a loom.,The boy watches the iron worker.,2
The young lady appears to be a mime among her peers.,A girl imitates what her friends are doing.,1
A little boy in a blue jacket plays with a green hula hoop.,The boy in a jacket with a hula hoop.,0
Two people seem to be planting seeds on a farm.,Farmers planting seeds on their farm,1
A young girl in pink pants waters potted plants.,A young girl waters a group of cacti.,1
A man in a striped shirt is shaving in a bathroom mirror while a little girl watches.,a man is making food,2
Two dogs running through a grassy field.,Two dogs are inside sleeping.,2
Two people in black vests are standing in front of children in white vests with an American flag between them.,Four people stand around an American flag.,0
