premise,hypothesis,label
A man dragging a young boy by the hand at the beach.,A man suns himself on the beach as a young boy builds a sandcastle.,2
"A man, which is in his kitchen, beats a batter inside a bowl beside empty pans and a spatula.",A man prepares a cake mix.,1
A man bracing himself against the pull of a large kite.,the man is at a park,1
Four guys in wheelchairs on a basketball court two are trying to grab a basketball in midair.,Four guys are playing cards.,2
A person in winter clothes covers their face with a sweater.,The person is on the beach in a swimsuit.,2
The kid in the life vest jumps up in the air.,A kid jumps into the air.,0
Men in casual attire browsing an outdoor fish market.,Men are examining the salmon at the market.,1
A bald man in a black jacket and black pants holding a microphone singing with a man in a black shirt and jeans playing an electric guitar on stage.,A zebra looks for food.,2
People at a rodeo watching a cowboy ride a black bull with short horns.,The people are at home watching football on tv.,2
A person dressed in a red hoodie sitting on a bench with their head down and hand over their face.,A person is sitting on a car,2
"A smiling woman and four young children, posing for a picture.",The woman is yelling at her kids to sit still for the picture.,2
a man in a blue uniform kicking the soccer ball down the field,the woman in red had the ball,2
A van is overturned in snow while police and firemen assess the situation.,A man is trapped in the overturned vehicle,1
Two cyclists are racing down a street.,People are riding the bikes outside.,0
Two asian women preparing food while a young man watches.,A young customer watches two women preparing fresh noodles for his order.,1
A surfer is doing a turn on his board.,a board is being used,0
A man blue jeans riding a motorcycle.,A woman in a leather jacket is riding a motorcycle.,2
The courtyard of a South American city with a crowd and vintage cars.,A crowd gathers to protest antique automobiles.,1
Large dog and cat staring at each other on a brick pavement.,The man is picking an apple from the tree.,2
Five men look at another man jumping awkwardly while trying to shoot a basketball.,Men are playing basketball.,0
Older man putting on socks in a treeless sand dune.,The man is putting on socks.,0
Five young girls wading and splashing in a shallow pool.,There are girls in a pool.,0
A person wearing a beige jacket and a helmet is riding a bicycle with a filled bag on each handle.,A person rides a bicycle.,0
A man wearing a purple shirt is playing a trumpet.,There is a man playing trumpet.,0
An elderly woman with a cane passes a garden of flowers.,A woman smells in the flowers.,1
A woman wearing a white hat and shirt is jogging down a street with a plant store on the corner.,The female jogger went past the plant store.,0
Two girls in matching pink and white dresses and two smaller boys in matching black and white shirts.,The girls are funny.,1
Three dogs playing and laying on the grass.,The dogs are outside.,0
A man with a white shirt is sitting at a table in a room with other people and posters along the blue wall.,the man is a hero,1
Construction workers are working on the side panels of a tunnel.,The construction workers are using tools to work on the tunnel.,0
A woman is listening to the band on stage.,A woman is listening to a band's live performance on tv.,1
Woman working on a PC in her bathrobe.,Woman in a bathrobe typing an email.,1
A number of identically costumed women dance outdoors before an audience.,The women are wearing the same costumes.,1
A group of men playing basketball on an outdoor court.,Men are playing soccer with their faces.,2
A brown dog runs in a field.,an animal is outside,0
Two sunbathers in skimpy blue bathing suits lie on the graffiti covered pavement.,two sunbathers are on the pavement sleeping,1
"A man is teaching a class of young children to balance a ball that is red, green, blue and yellow on top of their heads.",A man is teaching a class.,0
An elderly man is getting his shoes shined at a mobile shoe shining shop.,The old man is walking to lunch.,2
"A man walking in the desert wearing a hat, khaki shirt and shorts and very dark sky ahead of him.",A man is walking around a sunny desert.,2
I woman pedaling a bicycle cart looks at her cellphone.,A woman reads a text message while pedaling her cart.,1
A man is sitting on a couch under an expressway ledge.,A man is standing under an expressway ledge.,2
A woman on a cellphone walks up the steps of the underground with another passenger close behind.,a woman is talking on the cellphone after getting of the underground,0
A group of students and a teacher in a geography class.,The students are learning about the location of Africa.,1
A street band is performing in front of a building.,There is a band performing.,0
A person is standing in front of a wood-clad house.,A house is clad in wood.,0
A man with his surfboard stands in the sand.,fo,1
"The two bare feet of gymnast are seen balancing atop a large, red balance ball at a public event.",A gymnast is not wearing any shoes.,0
People hanging about in a crowded cafe.,Some humans,0
A young girl throwing a rock.,The girl is playing at the pond.,1
A street vendor has a seat in the middle of his produce setup; he is talking on a cellphone.,a girl is selling ice cream,2
"Two women and a child in an art gallery, the child is taking a photograph.",people are enjoying art,1
An older man with graying hair talks on his cellular phone as he walks out of a Jewelry store while a woman in a black coat with furry fringes stands outside.,A man speaking on phone with his wife.,1
