premise,hypothesis,label
A large flock of pigeons is swarming at a man.,A flock of pigeons is swarming far from any humans.,2
Several people taking photos at a bicycle race.,Some people are eating cotton candy at a parade.,2
5 athletes wearing white tops and white bottoms are doing a routine for an audience.,The athletes are dancing.,1
A little girl in a pink shirt sticks out her tongue.,The little girl is standing.,1
A snake is being held by someone.,The man is holding a reptile.,1
A woman is standing in front of a store door that carries women's undergarments.,A woman is sitting down knitting in her kitchen,2
A girl in a black shirt buying food from a street vendor.,The girl bought a hotdog.,1
There is a woman in a black jacket and sunglasses and a man in a white shirt with his back turned.,Two people of opposite genders are not facing each other.,0
"A man dressed in a white shirt, suspenders and a white cowboy hat is sitting behind a microphone.",a man in white,0
Many people are crowding around a lady in a red shirt who is laying down hurt next to two bikes.,A crowd forms around an injured woman.,0
An old man licks an ice cream cone.,The old man is eating chocolate ice cream.,1
The girl in red is taking her turn in the Monopoly game.,The girl is moving her thimble piece on a Monopoly board,1
A man with a prosthetic leg sleeps in front of the steps of a warehouse.,The man is outside.,0
Two men wearing black shirt talking in a bar,Two men are talking,0
A female child walks down a sidewalk while a male child watches.,A girl walks down the sidewalk while her brother watches.,1
Older man talking to a young boy who is wearing a blue and brown shirt.,The father is teaching the young boy in the blue and brown shirt a lesson.,1
The windows of the building are barred.,The window is closed off.,0
Guy in white t-shirt is crouched down spray painting an apple next to a picture of a large eye.,A woman is painting.,2
A crowd of people looking at something going on in a large city.,People are in New York.,1
A girl in a colorful hat has a strange creature resting on her hand.,A girls has a small lizard in her hands.,1
There are several dogs in the field where the girl with the ponytail is sitting down.,In a field a girl with a ponytail sits among several dogs.,0
A man in a flag had one finger up while walking past the camera.,The man has no hands.,2
"Two men are sitting at a table in a restaurant, one man has a slice of cake with a sparkler as a candle.",two guys celebrate their birthday,1
People making food on a giant turntable fryer.,People are at the grocery store,2
A man standing beside his bicycle on the street.,The bicycle has someone beside it.,0
"A young boy, wearing an orange shirt, is standing outside, while a man in a green shirt pours mulch from a bag.",A father and son are trying to build a garden.,1
baby sitting on a man's lap looking at corn on the cob,There is a baby on a man's lap.,0
A guy with a sword and traditional fighting gear is getting ready for a fight.,The man is in a fighting stance.,1
A man tucks in a sheet on the bed.,A woman serves eggs to children in a cafeteria line.,2
A uniformed man in glasses performs on a french horn in a concert.,This man is a musician.,0
two teams playing soccer on grass,People playing video games inside.,2
"Man in black pants and vest balances between to pillars, holding two flaming torches in his right hand.",A woman is carrying two sticks.,2
Female child walking on the beach wearing an elmo shirt.,Female child walking on the beach,0
Two people stand next to a goat.,Two people are next to the family pet.,1
Furniture inside and outside of a moving truck.,A truck is packed full of books.,2
The hockey teams take center ice to face off for control of the puck.,A child in the bathtub.,2
Baseball player Melky Cabrera wearing number 53 jersey standing behind home plate looks on as his team rounds home behind the catcher.,Playing in the World Series.,1
A girl in a red tank top talks on a cellphone.,A girl is throwing her cell phone off a bridge.,2
Train operator on a stopped train.,A man is inspecting a train.,1
A blond woman wearing jeans is reading on a bench.,A woman is using her smartphone.,2
A woman in a pink shirt and shoes is looking at something.,The woman is blind,2
"A woman walks across a grassy area, away from the camera, with a small boy in her arms looking backward.","The woman is the boy's mother, and is carrying him to the car.",1
A couple of homeless people rummage through a bag containing items that make them laugh.,People are entertained by a bag of items.,0
"A young woman dressed in white with angel wings is balancing a bowling pin, while a man with a clowns nose is catching a bowling pen.",There are two people dressed up in costumes.,0
The guy in the gray Wagamama t-shirt seems a little tipsy as he chats with the woman smiling wearing a brown dress and Mardi Gras necklaces holding a glass of ale.,The woman is frowning.,2
"People in Texas and having a festival in the streets, one man is cooking and his son is helping him.",A man and his son are cooking at festival.,0
A cowboy gets thrown from a horse during the rodeo competition.,The cowboy fell of an animal.,0
A man carrying a backpack stands on a snowy area.,The man is wearing sandals.,2
Three children playing on a floor with toys.,The children are having fun.,0
Boy with a red crown in a shopping cart.,The boy is helping his mom grocery shop.,1
This man has worked here for many decades.,There is a man who has worked for many decades.,0
Two men are sitting in their seats with a girl between them.,Adults and a child are seated together.,0
A man in dark glasses holds a cello.,A man holds a cello with artistic designs.,1
