unique_id,difficulty_score,premise,hypothesis,true_label
2_17150b,0.0,"Three children are practicing martial arts, all of them have different colored belts.",Kids learning martial arts.,1
2_17150c,0.25,"Three children are practicing martial arts, all of them have different colored belts.",Kids wrestling.,2
0_25055a,0.25,Bicyclist is looking to his right as he travels through traffic.,a bike rider is a dangerous person,2
0_25055b,0.5,Bicyclist is looking to his right as he travels through traffic.,a bike rider checks trafffic for safety,0
0_25055c,0.75,Bicyclist is looking to his right as he travels through traffic.,A bike rider is always safe,1
3_4999a,0.0,Firefighters climbing past a tree.,Firefighters are climbing on a ladder,0
3_4999b,0.75,Firefighters climbing past a tree.,Firefighters are climbing to put out a fire on a tall building,1
3_4999c,0.75,Firefighters climbing past a tree.,Firefighters fly past a tree,2
4_13187a,0.75,"A little girl dances in a grassy field, another girl is in the background.",A girl dances in a grassy field as another girl watches,0
4_13187b,0.25,"A little girl dances in a grassy field, another girl is in the background.",Two girls dance in a grassy field,2
4_13187c,0.5,"A little girl dances in a grassy field, another girl is in the background.",A girl dances in a grassy field as another girl looks on,1
3_22516a,0.75,A young man is looking at some food which is inside of a blue cooler.,The young man is inside looking thru the fridge.,2
3_22516b,0.0,A young man is looking at some food which is inside of a blue cooler.,The man is looking towards the cooler.,1
3_22516c,0.75,A young man is looking at some food which is inside of a blue cooler.,The man is looking at the cooler for food.,0
3_19283a,0.5,The woman in the pink bikini and the man in the black swim trunks frolic in the ocean and get their picture taken while in midair.,A couple are swimming in the ocean.,1
3_19283b,0.25,The woman in the pink bikini and the man in the black swim trunks frolic in the ocean and get their picture taken while in midair.,Two women are playing together in the water.,2
3_19283c,0.0,The woman in the pink bikini and the man in the black swim trunks frolic in the ocean and get their picture taken while in midair.,A man and woman are getting frisky in the ocean and taking a picture.,-1
3_20669a,0.75,two men performing wrestling moves on cushion canvas,The two guys are taking down the stage.,2
3_20669b,0.0,two men performing wrestling moves on cushion canvas,These two guys are wrestlers.,1
3_20669c,0.5,two men performing wrestling moves on cushion canvas,Them two guys are practicing wrestling moves on the mats.,0
1_27294a,0.5,"A blond girl with dark sunglasses, white tank top, and blue jeans walks down a sidewalk.",The girl is wearing a black shirt.,2
1_27294b,0.5,"A blond girl with dark sunglasses, white tank top, and blue jeans walks down a sidewalk.",The girl is wearing flip flops.,1
1_27294c,0.25,"A blond girl with dark sunglasses, white tank top, and blue jeans walks down a sidewalk.",The girl is wearing a white shirt.,0
1_17532a,0.75,A dog breastfeeding.,Some puppies are competing for food from their mother.,1
1_17532b,0.0,A dog breastfeeding.,A dog is feeding her puppies.,0
1_17532c,0.5,A dog breastfeeding.,A dog is watching her puppies eat food from a bowl.,2
4_22219a,0.0,A stocky woman with black hair stands smiling and waving among dried corn stalks.,a woman is gathering corn off the ground.,2
4_22219b,0.5,A stocky woman with black hair stands smiling and waving among dried corn stalks.,A woman with black hair stands in a corn field.,1
4_22219c,0.75,A stocky woman with black hair stands smiling and waving among dried corn stalks.,A woman is smiling and greeting someone.,0
3_18631a,0.0,a dark-haired latino boy in jeans running past a wall covered with graffiti,a dark-haired latino boy in jeans running past a wall covered with graffiti,1
3_18631b,0.0,a dark-haired latino boy in jeans running past a wall covered with graffiti,a dark-haired latino boy in jeans runs through a graffiti-covered alley,0
3_18631c,0.25,a dark-haired latino boy in jeans running past a wall covered with graffiti,A boy writes graffiti on the wall outside his home.,2
0_14419a,0.75,A man with glasses looks at camera while another man in a blue shirt looks intently at something.,2 men staring at different things,0
0_14419b,0.0,A man with glasses looks at camera while another man in a blue shirt looks intently at something.,A man looking at the camera and a man looking at the photographer,1
0_14419c,0.25,A man with glasses looks at camera while another man in a blue shirt looks intently at something.,A man taking a picture of himself and his friend,2
2_20778a,0.25,A man is selling art to a woman.,A woman is buying some art.,0
2_20778b,0.0,A man is selling art to a woman.,A woman is selling a painting to a man in a gray coat.,2
2_20778c,0.25,A man is selling art to a woman.,A woman is buying a painting at an art gallery.,1
1_2115a,0.25,Two elementary school age boys playing with a dollhouse and toy firetruck along with two toddling girls in matching pink outfits.,two girls are playing house,1
1_2115b,0.5,Two elementary school age boys playing with a dollhouse and toy firetruck along with two toddling girls in matching pink outfits.,there are adults in the picture,2
1_2115c,0.25,Two elementary school age boys playing with a dollhouse and toy firetruck along with two toddling girls in matching pink outfits.,two boys play with toys with girls watching,0
0_14884a,0.5,A young girl in a bathing suit and goggles with a cast on her lower arm is diving off a starter block into a swimming pool with lane lines.,A girl getting ready to dive in a deep pool.,1
0_14884b,0.75,A young girl in a bathing suit and goggles with a cast on her lower arm is diving off a starter block into a swimming pool with lane lines.,A girl swimming in a lake.,2
0_14884c,0.0,A young girl in a bathing suit and goggles with a cast on her lower arm is diving off a starter block into a swimming pool with lane lines.,A swimmer at a race.,0
0_5257a,0.75,A group of children stand around smiling at a boy whom is blindfolded holding a large stick and wearing a blue tee-shirt with khaki shorts.,there is a sad looking boy,2
0_5257b,0.0,A group of children stand around smiling at a boy whom is blindfolded holding a large stick and wearing a blue tee-shirt with khaki shorts.,a boy is hitting a pinatat,0
0_5257c,0.5,A group of children stand around smiling at a boy whom is blindfolded holding a large stick and wearing a blue tee-shirt with khaki shorts.,There is candy in the pinata,1
0_6591a,0.75,A pilot and copilot are flying a plane.,Two pilots are inspecting their plane,2
0_6591b,0.75,A pilot and copilot are flying a plane.,"A pair of men, one the pilot, the other the copilot, fly a plane",0
0_6591c,0.5,A pilot and copilot are flying a plane.,Two pilots are flying a small plane alone,1
0_10433a,0.25,A woman in a blue tennis outfit completes a swing.,A woman is preparing to serve the tennis ball.,2
0_10433b,0.75,A woman in a blue tennis outfit completes a swing.,A woman is swinging a tennis racket.,0
0_10433c,0.75,A woman in a blue tennis outfit completes a swing.,A woman is playing tennis in the hot sun.,1
4_6289a,0.75,a woman sitting down on a class smiling at the camera,A woman is taking a picture with her dog on her lap.,2
4_6289b,0.25,a woman sitting down on a class smiling at the camera,A woman is holding a camera and about to take a picture.,2
4_6289c,0.5,a woman sitting down on a class smiling at the camera,A woman is taking a picture while smiling.,0
1_17768a,0.0,a person speed skating,A person speed skates in a race,0
1_17768b,0.25,a person speed skating,A person roller skates down the street,1
1_17768c,0.0,a person speed skating,A person ice skates,1
0_2913a,0.5,A produce market displaying wares and colorful flags.,A grocery store.,0
0_2913b,0.75,A produce market displaying wares and colorful flags.,A butcher shop with some signs.,2
0_2913c,0.5,A produce market displaying wares and colorful flags.,Fruit on display at a store.,1
4_21982a,0.25,Two mature hikers take a break and admire the sunset over the lake.,There are people watching the sun rise,2
4_21982b,0.75,Two mature hikers take a break and admire the sunset over the lake.,There are people watching the sun set,0
4_21982c,0.0,Two mature hikers take a break and admire the sunset over the lake.,There are people watching the sunset and relaxing,1
4_14973a,0.0,"A group of people, most of whom are in colorful costumes, jump in the air below four hot air balloons.","A few people that appears to professionals, jumped from a plane.",1
4_14973b,0.25,"A group of people, most of whom are in colorful costumes, jump in the air below four hot air balloons.",A couple at an outdoor concert.,2
4_14973c,0.5,"A group of people, most of whom are in colorful costumes, jump in the air below four hot air balloons.",A few people air diving.,0
0_6091a,0.0,Several girls and one woman are working on a project in front of a table covered with many objects.,There is a group of girls doing some project,1
0_6091b,0.75,Several girls and one woman are working on a project in front of a table covered with many objects.,Group of girls cutting cake on lieu of birthday party,2
0_6091c,0.5,Several girls and one woman are working on a project in front of a table covered with many objects.,One woman with several girls trying to finish a project with many objects in front of a table,0
2_12058a,0.75,A couple enjoy painting their bodies and shopping for groceries.,A couple have difference in their interests.,0
2_12058b,0.25,A couple enjoy painting their bodies and shopping for groceries.,A couple enjoy shopping for painting.,2
2_12058c,0.0,A couple enjoy painting their bodies and shopping for groceries.,A couple love paintings on each other bodies.,1
2_974a,0.75,"Four cyclists, three of the in-line and one to the side, are cycling down the track.",bicycle riders out for a ride,1
2_974b,0.5,"Four cyclists, three of the in-line and one to the side, are cycling down the track.",bicycle riders going to the store,2
2_974c,0.25,"Four cyclists, three of the in-line and one to the side, are cycling down the track.",bicyclist racing down a track,0
2_7771a,0.75,The athlete perfomed a trick as the large crown watched.,The athlete was seated watching someone perform a show.,2
2_7771b,0.25,The athlete perfomed a trick as the large crown watched.,The athlete was walking a tightrope in front of a large crowd.,1
