premise,hypothesis,label
A brown dog is starting to walk into water.,A puppy sleeps in the sun by the window.,2
A woman wearing a black coat and sunglasses is standing in front of a man walking away with a backpack.,A woman and a man are clothed.,0
The jogger passes the tourist on the street.,The streets are empty.,2
People are riding on camels.,People dressed in white robes are in a desert and riding on camels,1
A man in a white shirt plays a native looking drum,A man in a white shirt plays a native looking drum in front of a large crowd.,1
A man is singing into a microphone.,The singer is peforming well.,1
A man in a teal shirt reads a newspaper.,The man is reading the local news paper,1
A child in a green hat is being pushed in a cart by an adult.,The child is happy.,1
A man with a microphone.,A man.,0
Two people look up towards a gold statue.,A gold statue has the attention of two people.,0
"Caucasian Female, Near a red ball extending right leg in the air.",The woman is white.,0
"Two guys are in a gym, one watching the other hit a heavy bag.","A man at the gym is hitting a heavy bag, while another guy watches.",0
A child in shorts sitting on a two color wall.,A child is sitting on a wall.,0
A little girl and a dog playing in a creek.,A girl plays with her dog in the living room.,2
A sweating frustrated man just coming out of the water.,The man fell off his waterskis.,1
Blond man sitting at a table wearing a blue sweatshirt.,A man sits at a table.,0
A man and woman sitting down and waiting.,A couple is getting married,2
A small blond child getting a haircut.,Jennie was getting her long blonde hair a trim.,0
A girl sitting in a chair while waiting for something.,The girl is stuck in the chimney,2
A man wearing slacks and a red shirt dances with a woman wearing a tight red dress.,A man and a woman both wear red.,0
A man in a black tank top is putting clothes out on the line to dry.,The man is hanging laundry.,0
A woman with her hair up and wearing sunglasses is sitting and leaning against the back of a sofa while looking at her phone.,A woman has her hair down,2
Young boy wearing a dark blue and green outfit playing in the sand.,A young boy in blue and green plays in the sand.,0
A group of rollerskaters in a public venue form a skating conga line.,A groups of rollerskaters in a private venue form a circle.,2
A young girl in a green shirt and shorts out riding her bike past a very nice apartment building.,A young girl is outside.,0
A woman looking at a large dog in the glass.,A dog rooms free in the wilderness.,2
a brightly decorated bicycle with cart with people walking around in the background,An ice cream truck with a few children standing in front of it.,2
A girl sitting in a blue chair in the sand reading a book.,A girl is by the ocean.,1
Kids in life vests paddling a raft on water.,The kids are learning how to cook.,2
a small boy holding a laundry sack next to two people with safety vests on.,The boy sits in a classroom.,2
Several people walk up a staircase.,Humans are ascending steps.,0
There are several dogs in the field where the girl with the ponytail is sitting down.,A young boy fishing in a pond.,2
Three women in dark shawls and hats talk on a brick street while a dog sits next to them.,The women are all friends and are talking.,1
An old woman waits in front of a closed shop.,The woman is outside.,0
A man in a striped shirt and two redheaded boys are posing for a picture outside.,A family is watching the camera man waiting for him to take the picture.,1
A woman with a feather on her hat.,Dave eats a hot dog at the beach.,2
A blond-haired lady is sitting at a desk with a yellow map hanging on the wall.,A lady is sitting at a desk.,0
An asian man wearing a black suit stands near a dark-haired woman and a brown-haired woman.,Both women have blond hair.,2
A child carrying something in their shirt walks in the rain on the street.,A child is sitting on a bench.,2
A small boy walks down a wooden path in the woods.,The boy is running in the sand.,2
A person standing on a pillar taking a group photo.,The person is about to take a picture.,0
A man in a yellow and gray jacket takes a picture of a woman in a white coat carrying a red bag.,A man in a yellow and gray jacket is standing with a camera.,0
A man and his dog are looking at magazines at the newspaper stand.,man looks for the paper,1
a man putting on geisha like makeup in a mirror wearing a white shirt,Person putting on makeup in a mirror.,0
People in pink shirts walking in a parade.,A parade is being held outdoors.,0
A group of people are riding in a horse-drawn cart.,Some people get onto a bus.,2
A man with gray hair is putting a black collared shirt over a white button-up shirt while several other men watch.,A man is putting on a shirt.,0
"On a deck, a group of people gather around a glass table.",The people waiting for their food to cool.,1
A man wearing glasses and a blue jacket is smiling while men behind him are cooking on a grill.,Some men are grilling hamburgers.,1
"A basketball player going for a shot, while his teammate holds off the opposing team member.",The player is playing a game of basketball.,0
Two people are sitting and reading books at a cookout.,The people are at a cookout.,0
Two men talking by a red box and a poster,Two friends discussing what movie to rent.,1
A man in a green jacket sitting in front of a wall of paintings and pictures that are for sale.,A man in a blue shirt is selling a sculpture to a woman.,2
Two little boys are making pizza in the kitchen.,There are boys in the kitchen.,0
A man wearing sunglasses is standing next to a person who is wearing a hat and breathing mask.,A person wearing a breathing mask does not want to breathe the same air as the man wearing the sunglasses.,1
