premise,hypothesis,label,unique_id
The newlyweds cutting their wedding cake at the reception with leis around their necks.,Newlyweds cut their raspberry vanilla wedding cake.,1,3_10689a
The newlyweds cutting their wedding cake at the reception with leis around their necks.,A couple cut a cake.,0,3_10689b
The newlyweds cutting their wedding cake at the reception with leis around their necks.,Newlyweds dance on the dancefloor.,2,3_10689c
"A black woman with a scarf on her head stands on a sidewalk, smiling.",Woman standing and smiling at a man shes flirting with.,1,3_10757a
"A black woman with a scarf on her head stands on a sidewalk, smiling.","White woman with a bare head sitting on a sidewalk, frowning.",2,3_10757b
"A black woman with a scarf on her head stands on a sidewalk, smiling.",Person standing and smiling.,0,3_10757c
Dogs play in the snow.,Dogs are chasing cats in the street.,2,3_10820a
Dogs play in the snow.,Dogs are outside playing.,0,3_10820b
Dogs play in the snow.,Dogs are outside playing with a ball.,1,3_10820c
A man in a gray jacket rides on a wagon being pulled by a donkey.,A man is riding on a wagon at night,1,3_10828a
A man in a gray jacket rides on a wagon being pulled by a donkey.,A man is riding in a wagon,0,3_10828b
A man in a gray jacket rides on a wagon being pulled by a donkey.,A woman is wearing a red jacket and riding on a wagon,2,3_10828c
Two young girls in dresses are running and laughing.,Two girls are together and happy.,0,3_10852a
Two young girls in dresses are running and laughing.,Two girls are playing tag.,1,3_10852b
Two young girls in dresses are running and laughing.,Two men are building a tower.,2,3_10852c
Someone is swimming in the ocean near an unmanned rowboat.,A person swims in the ocean.,0,3_10886a
Someone is swimming in the ocean near an unmanned rowboat.,A person is laying on a towl by the beach.,2,3_10886b
Someone is swimming in the ocean near an unmanned rowboat.,A person is swimming towards a rowboat.,1,3_10886c
A woman in a black jacket kneeling and pointing.,A man is playing a game of basketball.,2,3_10930a
A woman in a black jacket kneeling and pointing.,A woman is checking out some clothes at the store.,1,3_10930b
A woman in a black jacket kneeling and pointing.,A woman is wearing clothes.,0,3_10930c
A food vendor prepares snacks for waiting customers.,A seller preparing their homemade goods,1,3_11030a
A food vendor prepares snacks for waiting customers.,A person rubbing food all over themselves,2,3_11030b
A food vendor prepares snacks for waiting customers.,A person with food.,0,3_11030c
Two people are playing golf on a golf course.,they are feeding the gators,2,3_11079a
Two people are playing golf on a golf course.,There are some people outside,0,3_11079b
Two people are playing golf on a golf course.,They are playing for the US open,1,3_11079c
A child pushes another child on a swing.,A kid helps his friend who is not good at swinging.,1,3_11119a
A child pushes another child on a swing.,Two kids are painting pictures.,2,3_11119b
A child pushes another child on a swing.,Two children are playing on a swing set.,0,3_11119c
A child expresses emotion on the soccer field.,a child is outside,0,3_11147a
A child expresses emotion on the soccer field.,a child plays soccer full of emotion,1,3_11147b
A child expresses emotion on the soccer field.,a child plays basketball and cries,2,3_11147c
A baby that was just born in the hospital being taken care of by a doctor and nurse.,the baby was born at home,2,3_11150a
A baby that was just born in the hospital being taken care of by a doctor and nurse.,the baby was born sick,1,3_11150b
A baby that was just born in the hospital being taken care of by a doctor and nurse.,the baby was born at the hospital,0,3_11150c
A large bonfire is burning at dusk.,A building burning in daylight.,2,3_11236a
A large bonfire is burning at dusk.,An outdoor fire.,0,3_11236b
A large bonfire is burning at dusk.,A bonfire burning at a celebration.,1,3_11236c
Man wearing a white plaided shirt and he is day dreaming,the man is planning his day,1,3_11271a
Man wearing a white plaided shirt and he is day dreaming,there is one man in this picture,0,3_11271b
Man wearing a white plaided shirt and he is day dreaming,the man is robbing a bank,2,3_11271c
People walking down the street with a street vendor.,the boy was listening,1,3_11328a
People walking down the street with a street vendor.,the birds were short necked,2,3_11328b
People walking down the street with a street vendor.,a child was there,-1,3_11328c
A man with gray hair playing the drums.,A man plays the drums.,0,3_11437a
A man with gray hair playing the drums.,An older man plays the drums for a big concert.,1,3_11437b
A man with gray hair playing the drums.,A man with gray hair plays chess in the park.,2,3_11437c
Man dressed in a Winter coat and a hat steps out of his bright red car.,A person is shoveling their driveway.,2,3_11458a
Man dressed in a Winter coat and a hat steps out of his bright red car.,A guy is returning home after work on a snowy day.,1,3_11458b
Man dressed in a Winter coat and a hat steps out of his bright red car.,A man is exiting a vehicle.,0,3_11458c
Road construction arrows are pointing left.,Road construction signs are placed along the highway.,1,3_11507a
Road construction arrows are pointing left.,There are road construction signs.,0,3_11507b
Road construction arrows are pointing left.,Some road signs are pointing to the right.,2,3_11507c
A young couple walks along a small waterway near a wooded area.,The young couple is outside,0,3_11590a
A young couple walks along a small waterway near a wooded area.,The young couple is holding hands while walking,1,3_11590b
A young couple walks along a small waterway near a wooded area.,The young couple is watching tv at their house.,2,3_11590c
"A woman with a red umbrella, a woman with a yellow necklace and a female child cross a bridge.",there are women on a bridge,0,3_11610a
"A woman with a red umbrella, a woman with a yellow necklace and a female child cross a bridge.",the bridge is about to collapse,1,3_11610b
"A woman with a red umbrella, a woman with a yellow necklace and a female child cross a bridge.",the women are flying across space,2,3_11610c
Four kids are playing on the sidewalk as two adults watch from chairs behind them.,Kids are playing as adults watch.,0,3_11642a
Four kids are playing on the sidewalk as two adults watch from chairs behind them.,Kids are jump roping while their parents watch.,1,3_11642b
Four kids are playing on the sidewalk as two adults watch from chairs behind them.,Kids are eating fruits with their parents.,2,3_11642c
a man wearing sunglasses is seen on a sunny day next to a sculpture in a park.,A man waits for his friends near a statue.,1,3_11725a
a man wearing sunglasses is seen on a sunny day next to a sculpture in a park.,The park is completely empty.,2,3_11725b
a man wearing sunglasses is seen on a sunny day next to a sculpture in a park.,A person stands in the open air.,0,3_11725c
Two workers are gardening flowers.,The workers are outside working on a garden at a school.,1,3_11764a
Two workers are gardening flowers.,The workers are outside in a garden.,0,3_11764b
Two workers are gardening flowers.,The workers are playing soccer with David Beckham.,2,3_11764c
Two men and a dog are walking down a dirt road,Two men are running after the woman who stole their dog.,2,3_11851a
Two men and a dog are walking down a dirt road,Two men are heading to a park for dogs.,1,3_11851b
Two men and a dog are walking down a dirt road,Two men are walking down a dirt road.,0,3_11851c
two guys riding in river boats.,Two men are riding kayaks.,1,3_11862a
two guys riding in river boats.,Two men are in a yacht.,2,3_11862b
two guys riding in river boats.,Two men are in the water.,0,3_11862c
a small airplane flying through the air with lots of smoke coming out of the plane.,An airplane landed.,2,3_11895a
a small airplane flying through the air with lots of smoke coming out of the plane.,An airplane has smoke coming from it.,0,3_11895b
a small airplane flying through the air with lots of smoke coming out of the plane.,An airplane is about to crash.,1,3_11895c
A Swedish carpenter working on a shed.,A man is working.,1,3_11935a
A Swedish carpenter working on a shed.,A man is sleeping.,2,3_11935b
A Swedish carpenter working on a shed.,A carpenter is working on a shed.,0,3_11935c
A little girl crying on a statue.,The girl is sad because the statue is broke.,1,3_11949a
A little girl crying on a statue.,The girl is crying.,0,3_11949b
A little girl crying on a statue.,The girl is happy.,2,3_11949c
