premise,hypothesis,label,unique_id
Woman eating a bowl of soup with chopsticks while selling raw slabs of meat.,A woman is eating soup while selling raw slabs of pork.,1,2_10757b
Woman eating a bowl of soup with chopsticks while selling raw slabs of meat.,A woman is eating raw slabs of meat while selling fruit smoothies.,2,2_10757c
Golfer in magenta shirt is at the top of his back swing.,A golfer is playing a game with his friend and is at the top of his back swing.,1,2_10820a
Golfer in magenta shirt is at the top of his back swing.,A golfer is stuck in the sand and can't get out.,2,2_10820b
Golfer in magenta shirt is at the top of his back swing.,A golfer in a magenta shirt is at the top of his back swing.,0,2_10820c
A person wearing a purple helmet is snowboarding down a hillside.,A person is wearing a blue hat.,2,2_10828a
A person wearing a purple helmet is snowboarding down a hillside.,A person is wearing a purple helmet.,0,2_10828b
A person wearing a purple helmet is snowboarding down a hillside.,A person is wearing a helmet outside.,1,2_10828c
A man is looking at the wares of a stall in a busy marketplace.,the man is alone,2,2_10852a
A man is looking at the wares of a stall in a busy marketplace.,A man is shopping,0,2_10852b
A man is looking at the wares of a stall in a busy marketplace.,the man is shopping for a gift for his wife,1,2_10852c
Two black dogs.,Two dogs are playing with each other.,1,2_10886a
Two black dogs.,Two brown cats are licking each other.,2,2_10886b
Two black dogs.,There are some animals.,0,2_10886c
Four cheerleaders are walking in a straight line on the football field.,The cheerleaders are coming back from halftime.,1,2_10930a
Four cheerleaders are walking in a straight line on the football field.,The cheerleaders are asleep,2,2_10930b
Four cheerleaders are walking in a straight line on the football field.,The cheerleaders are in a line.,0,2_10930c
a lone person wearing a purple tank top running on the shore at the beach,a girl in purple is running,1,2_11030a
a lone person wearing a purple tank top running on the shore at the beach,the kids are playing in the sand,2,2_11030b
a lone person wearing a purple tank top running on the shore at the beach,someone is running at the shoreline,0,2_11030c
Four men standing around a small grill preparing food.,Men grilling.,0,2_11079a
Four men standing around a small grill preparing food.,Men grilling for a family picnic.,1,2_11079b
Four men standing around a small grill preparing food.,Men cleaning up beer cans after a party.,2,2_11079c
A man is driving a green tractor-like vehicle over rocks.,A man is driving a green tractor through a field of violets.,2,2_11119a
A man is driving a green tractor-like vehicle over rocks.,The green tractor is being drove over a bed of rocks.,0,2_11119b
A man is driving a green tractor-like vehicle over rocks.,A man is driving a tractor.,1,2_11119c
An Asian women competing in the winter Olympics.,A woman is in bad shape.,2,2_11147a
An Asian women competing in the winter Olympics.,A woman is losing in a competition.,1,2_11147b
An Asian women competing in the winter Olympics.,A woman competing for her country.,0,2_11147c
Several women are performing a dance at a formal event.,Men are walking into a bar.,2,2_11150a
Several women are performing a dance at a formal event.,Women are dancing ballet.,1,2_11150b
Several women are performing a dance at a formal event.,Women are perfoming at an event.,0,2_11150c
"A man with black hair, wearing a blue shirt and tan pants, is sitting on a stool in a room with tiles on the wall.",the man has been standing outside the door for some time.,2,2_11236a
"A man with black hair, wearing a blue shirt and tan pants, is sitting on a stool in a room with tiles on the wall.",a man is sitting on a stool in the room.,0,2_11236b
"A man with black hair, wearing a blue shirt and tan pants, is sitting on a stool in a room with tiles on the wall.",the man is sitting there waiting for someone to come in.,1,2_11236c
A nearly monochromatic picture of a gorgeous old city street at sunset.,An old city.,0,2_11271a
A nearly monochromatic picture of a gorgeous old city street at sunset.,An old picture of New York City.,1,2_11271b
A nearly monochromatic picture of a gorgeous old city street at sunset.,A new picture of a cat.,2,2_11271c
A man dressed as a British Guard entertains children holding toy guns.,A sad man dressed as a British Guard entertains children holding toy guns.,1,2_11328a
A man dressed as a British Guard entertains children holding toy guns.,A woman dressed as a British Guard entertains children holding toy guns.,2,2_11328b
A man dressed as a British Guard entertains children holding toy guns.,A man dressed as a guard entertains children holding toy guns.,0,2_11328c
Workmen on a fishing boat.,The men are swimming in a pond.,2,2_11437a
Workmen on a fishing boat.,The men are fishing.,1,2_11437b
Workmen on a fishing boat.,Workmen are on a boat.,0,2_11437c
Here is a picture of an Asian teacher taking pictures of graduation.,An Asian taking pictures,1,2_11458a
Here is a picture of an Asian teacher taking pictures of graduation.,A dog walking in the woods,2,2_11458b
Here is a picture of an Asian teacher taking pictures of graduation.,A graduation with a teacher taking pictures,0,2_11458c
A man in a black shirt is addressing a group of people.,He is speaking in a seminar.,1,2_11507a
A man in a black shirt is addressing a group of people.,The man is speaking before his bathroom mirror.,2,2_11507b
A man in a black shirt is addressing a group of people.,The man is trying to be the center of attention.,0,2_11507c
This man is cutting grass next to the building.,A man is mowing the lawn.,0,2_11590a
This man is cutting grass next to the building.,A man is driving a car.,2,2_11590b
This man is cutting grass next to the building.,A man is on a riding lawn mower.,1,2_11590c
The cyclist is making a high jump with his bike.,A cyclist is jumping.,0,2_11610a
The cyclist is making a high jump with his bike.,A cyclist is riding down a hill.,2,2_11610b
The cyclist is making a high jump with his bike.,A cyclist is doing a stunt.,1,2_11610c
A man in a yellow shirt walks past a tree on the sidewalk.,A person enjoys walking.,1,2_11642a
A man in a yellow shirt walks past a tree on the sidewalk.,A man is sitting.,2,2_11642b
A man in a yellow shirt walks past a tree on the sidewalk.,A man goes for a walk.,0,2_11642c
A young child eats a small cake.,child goes to zoo with his father,2,2_11725a
A young child eats a small cake.,young child eats a small cake,0,2_11725b
A young child eats a small cake.,young child with yellow teeth eats a cake,1,2_11725c
A dark-haired woman has her mouth open and is hugging a little girl while sitting on a red blanket.,A woman is showing a small girl affection.,0,2_11764a
A dark-haired woman has her mouth open and is hugging a little girl while sitting on a red blanket.,A mother is hugging her daughter for doing great at school.,1,2_11764b
A dark-haired woman has her mouth open and is hugging a little girl while sitting on a red blanket.,A mother is yelling at her child for making a mess on a purple blanket.,2,2_11764c
A man and a woman are posing for a photograph in front of a yellow flower-bed.,All of the flowers are dead.,2,2_11851a
A man and a woman are posing for a photograph in front of a yellow flower-bed.,Some people are posing.,0,2_11851b
A man and a woman are posing for a photograph in front of a yellow flower-bed.,Some people are wearing nice clothes.,1,2_11851c
A man climbing the icicles on a rock face.,A human climbing,0,2_11862a
A man climbing the icicles on a rock face.,Nobody is climbing,2,2_11862b
A man climbing the icicles on a rock face.,a tall human climbing,1,2_11862c
The girl is playing on a swing set with rings.,The girl is playing on a cushion fort she made in her living room.,2,2_11895a
The girl is playing on a swing set with rings.,The girl is playing on a big swing set with rings in the park next to her house.,1,2_11895b
The girl is playing on a swing set with rings.,The girl is playing on a swing set.,0,2_11895c
"A man wearing a brown jacket, blue jeans and a cap is standing on a dock and fishing on a sunny day.",The man is outside on a  sunny day.,0,2_11935a
"A man wearing a brown jacket, blue jeans and a cap is standing on a dock and fishing on a sunny day.",The man is in his living room drinking.,2,2_11935b
"A man wearing a brown jacket, blue jeans and a cap is standing on a dock and fishing on a sunny day.",The man is waiting to go fishing.,1,2_11935c
