premise,hypothesis,label
A group of girls playing football on the beach.,the girls are naked,1
A blond woman and bald man sitting together.,The two people are waiting for a bus to arrive.,1
A wet black dog is carrying a green toy through the grass.,A wet black puppy is carrying a green toy through the grass.,1
Two rock climbers near the base of a rock face.,Two rock climbers taking a break at the base of a rock face.,1
The lady pedestrian appears oblivious to the large ad in the window she is passing.,The ad is large,0
"One of the buses is marked ""Linea Express"" while the other is marked ""Metropolitan Transit System"". ",The buses are marked.,0
This person sits behind platters full of food with their elbow resting on their knee.,"The person is selling platters of food, but has no customers.",1
Four dogs on leashes walk down a sidewalk.,four newfoundland puppies are walking on black leashes,1
Behind the fence spectators are looking at the golfer with the club in his hand.,The people are watching the golfer.,0
A girl in a white tank top with bows on it is walking with two other women behind her.,The women walk behind the girl.,0
A man in glasses wearing a military style cap and a jacket with medals is waving his right hand and sits in front of another waving man in military dress.,A military personnel is been honored with medals and is happy waving his hands to the crowd along side the award presenter who is also a military personnel,0
Woman in a blue shirt drinks while cooking over a grill.,A woman bowling.,2
A man named Josh answers the phone wearing a baseball cap and a blue button down shirt.,A man named Josh is in the room,1
People dressed in red pants wearing yellow gloves hold bright fireworks suspended on long poles.,People in bright dress carry bright fireworks.,0
There is a husband and wife outside of a small shop taking pictures of a baby camel.,The couple are photographing the little camel.,0
A girl having fun doing malabarism.,"A girl stacks cups, made of the gold of the Golden Fleece.",2
A girl is riding a white horse surrounded by green trees.,A girl horseback riding.,0
Woman dressed in blue sitting on a bench with a cane next to her looking through her purse with a stretch limo behind her with a man and a woman walking in opposite directions from one another.,No benches are in this area.,2
A girl with bright red-hair and black clothes is posing on a tree trunk.,A girl with red hair and black clothes is outside.,0
"Three people on a porch, of which is a little boy who is sitting up straight in his chair.",A teenager rolls his eyes in disgust.,2
A baseball player coming into home plate with knee held high and the catcher right in front of him waiting for the ball.,A baseball player is running home.,0
Asian people standing on the street waiting for a bus.,The photo is set in Japan.,1
Several men in hard hats are operating a giant pulley system.,The detectives operate a tool in the crime scene.,2
Ten men inspect and gather huge fishing nets on a sandy beach.,A group of men are working with fishing nets.,0
A young man popping a wheelie on his bicycle while riding down a country road.,The man is wearing glasses.,1
One boy hoists another boy up on his back.,A boy holds another boy up on his back to play leap frog.,1
A group of people in t-shirts holding yellow signs walk in a street with a castle in the background.,Some people are protesting.,1
Backyard jump pose that looks ninja like as two friends pretend to fight among green garden set ups.,The friends are seated at the kitchen table.,2
"A young man, wearing yellow biking gear, is riding his bike in a race.",The man is biking in a race.,0
A man kayaking between two large boulders in some rapids.,The man loves kayaking.,1
Men dressed in either theatrical or historical attire riding horses.,The men rode the horses to the theater.,1
"A well lit room, with three glasses on the table and two plates.",One glass has water in it.,1
"A woman in glasses with short, dark hair wearing light capri style pants, green t-shirt and sandals on a swing.",A mother is sitting on a swing.,1
Two people are kissing and the women is trying to take a picture of something from her camera.,A woman takes a picture.,1
A yellow New York cab drives past a woman with an umbrella.,There is a car driving.,0
A man eating and holding a baby with a white hat on.,A man and a baby are skating on ice.,2
A hair dresser with blond-hair wearing a black dress.,a person is dressed up for her date,1
a man is at his job working Construction.,A man is at his desk in a suit.,2
A pair is standing on a ledge next to a waterfall.,Two humans near a waterfall.,0
A man is riding a bull at a rodeo setting with a small crowd watching.,a man riding a bull,0
A woman sitting on a piece of cloth surrounded by dirt and is working on a piece of cloth,A woman is standing on her head.,2
A female figure skater on one leg with the other high up in the air as her arms are spread open wide.,A figure skater fell on the ground,2
A man in a statefarm.com hat and sunglasses.,A woman wearing a Geico hat.,2
A man is sitting on a trolley.,A man is inside a trolley and sitting down,0
A young beautiful girl is responding to someone who is talking to her.,a young girl dances on stage,2
A little boy in blue is pulling a toy car.,A little boy is playing with his toys.,0
Many people are playing tie game.,People are scattered across the room trying to win the game.,1
A man in jean overalls looking at a train.,The man is blindfolded.,2
The building is undergoing a construction project.,A building is being renovated,0
A runner in a red shirt has the rode to himself.,The runner has a green shirt on.,2
"A man in a brown shirts is accepting something from a woman in a pink shirt, while shaking her hand.",A man has a brown shirt,0
A tan woman with a black scarf and a long floral-print dress in sitting on a stone and smiling with her hands in her lap.,A woman sits and smiles.,0
An African native gazes into the camera donning a hat of two corn cobs and necklaces of shells and beads.,An African native is posing for a picture in front of a camera for a newspaper article about their culture.,1
